Schulnummer,Schultyp,Name,Straße,PLZ,Ort,Link
"3110",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Kinderpflege Grafenau,Schärdinger Str. 9 - 11,94481,Grafenau,https://www.km.bayern.de/schule/3110
"3197",BFS hausw. gastgew. und soziale Berufe,Berufsfachschule für Sozialpflege d. Altenpflegeakademie Bayerischer Wald Grafenau,Koeppelstr. 4,94481,Grafenau,https://www.km.bayern.de/schule/3197
"3149",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe d. Altenpflegeakademie Bayerischer Wald Grafenau,Koeppelstr. 4,94481,Grafenau,https://www.km.bayern.de/schule/3149
"0483",Realschule,Staatl. Realschule Grafenau,Rachelweg 20,94481,Grafenau,https://www.km.bayern.de/schule/0483
"3006",Förderzentrum,DON BOSCO-Schule Grafenau Sonderpädagogisches Förderzentrum,Pandurengasse 6,94481,Grafenau,https://www.km.bayern.de/schule/3006
"0598",Realschule,Landgraf-Leuchtenberg-Realschule Staatl. Realschule Osterhofen,Seewiesen 10,94486,Osterhofen,https://www.km.bayern.de/schule/0598
"3598",Mittelschule,Grundschule Altenmarkt,Raffelsdorfer Str. 3,94486,Osterhofen,https://www.km.bayern.de/schule/3598
"3614",Mittelschule,Mittelschule Osterhofen,Seewiesen 2,94486,Osterhofen,https://www.km.bayern.de/schule/3614
"3586",Mittelschule,Mittelschule Hengersberg,Rohrberg 5,94491,Hengersberg,https://www.km.bayern.de/schule/3586
"3585",Mittelschule,Grundschule Hengersberg,Rohrberg 2,94491,Hengersberg,https://www.km.bayern.de/schule/3585
"3808",Mittelschule,Grundschule Neustift,Alte Dorfstr. 25,94496,Ortenburg,https://www.km.bayern.de/schule/3808
"3562",Mittelschule,Grundschule Ortenburg,Passauer Str. 16,94496,Ortenburg,https://www.km.bayern.de/schule/3562
"3774",Mittelschule,Mittelschule Ortenburg,Passauer Str. 16,94496,Ortenburg,https://www.km.bayern.de/schule/3774
"0597",Realschule,Evangelische Realschule Ortenburg der Evang. Erziehungsstiftung,Frauenfeld 5 - 7,94496,Ortenburg,https://www.km.bayern.de/schule/0597
"0582",Realschule,Columba-Neef-Realschule der Benediktinerinnen der Anbetung Neustift,Klosterberg 27,94496,Ortenburg,https://www.km.bayern.de/schule/0582
"3742",Mittelschule,Mittelschule Aidenbach,Schulstr. 9,94501,Aidenbach,https://www.km.bayern.de/schule/3742
"3745",Mittelschule,Max-Gerstl-Grundschule Beutelsbach,Vilshofener Str. 3,94501,Beutelsbach,https://www.km.bayern.de/schule/3745
"3743",Mittelschule,Wolfgang-Marius-Grundschule Aldersbach,Schulstr. 17,94501,Aldersbach,https://www.km.bayern.de/schule/3743
"3580",Mittelschule,Grundschule Bernried,Kirchweg 17,94505,Bernried,https://www.km.bayern.de/schule/3580
"3605",Mittelschule,Grundschule Schöllnach,Bahnhofstr. 14,94508,Schöllnach,https://www.km.bayern.de/schule/3605
"3606",Mittelschule,Mittelschule Schöllnach,Schulstr. 25,94508,Schöllnach,https://www.km.bayern.de/schule/3606
"0693",Realschule,Staatliche Realschule Schöllnach,Schulstr. 21,94508,Schöllnach,https://www.km.bayern.de/schule/0693
"3018",Förderzentrum,Sonderpädagogisches Förderzentrum Schöllnach Osterhofen,Schulstraße 29,94508,Schöllnach,https://www.km.bayern.de/schule/3018
"3652",Mittelschule,Dietrich-Bonhoeffer-Grundschule Schönberg,Schulstr. 30,94513,Schönberg,https://www.km.bayern.de/schule/3652
"3645",Mittelschule,Grundschule Spiegelau,Reithackerweg 5,94518,Spiegelau,https://www.km.bayern.de/schule/3645
"3842",Mittelschule,Bischof-Riccabona-Grundschule Wallersdorf,Osenstr. 16,94522,Wallersdorf,https://www.km.bayern.de/schule/3842
"3958",Mittelschule,Bischof-Riccabona-Mittelschule Wallersdorf,Osenstr. 16,94522,Wallersdorf,https://www.km.bayern.de/schule/3958
"3612",Mittelschule,Mittelschule Metten,Finsinger Str. 2,94526,Metten,https://www.km.bayern.de/schule/3612
"3591",Mittelschule,Abt-Utto-Grundschule Metten,Egger Str. 21,94526,Metten,https://www.km.bayern.de/schule/3591
"0166",Gymnasium,St.-Michaels-Gymnasium der Benediktiner Metten,Abteistr. 3,94526,Metten,https://www.km.bayern.de/schule/0166
"3568",Mittelschule,Grundschule Aholming,Tabertshausener Str. 11,94527,Aholming,https://www.km.bayern.de/schule/3568
"3741",Mittelschule,Grundschule Aicha vorm Wald,Schulstr. 10,94529,Aicha vorm Wald,https://www.km.bayern.de/schule/3741
"3570",Mittelschule,Grundschule Auerbach,Engollinger Str. 9,94530,Auerbach,https://www.km.bayern.de/schule/3570
"3571",Mittelschule,Abt-Bachmeier-Grundschule Außernzell,Schulstr. 9,94532,Außernzell,https://www.km.bayern.de/schule/3571
"3573",Mittelschule,Grundschule Buchhofen,Schulstr. 2,94533,Buchhofen,https://www.km.bayern.de/schule/3573
"3713",Mittelschule,Grundschule Eging a.See,Prof.-Reiter-Straße 22,94535,Eging a.See,https://www.km.bayern.de/schule/3713
"3748",Mittelschule,Mittelschule Eging a.See,Prof.-Reiter-Straße 22,94535,Eging a.See,https://www.km.bayern.de/schule/3748
"3749",Mittelschule,Grundschule Fürstenstein,Jahnweg 6 a,94538,Fürstenstein,https://www.km.bayern.de/schule/3749
"3582",Mittelschule,Grundschule Grafling,Kirchenstr. 3,94539,Grafling,https://www.km.bayern.de/schule/3582
"3758",Mittelschule,Grundschule Haarbach,Schulstr. 9,94542,Haarbach,https://www.km.bayern.de/schule/3758
"3764",Mittelschule,Grundschule Hofkirchen,Schulgasse 4,94544,Hofkirchen,https://www.km.bayern.de/schule/3764
"3755",Mittelschule,Grundschule Garham,Am Kirchberg 7,94544,Hofkirchen,https://www.km.bayern.de/schule/3755
"3536",Mittelschule,Georg-von-Pasterwiz-Grundschule Hohenau,Schulstr. 9,94545,Hohenau,https://www.km.bayern.de/schule/3536
"3587",Mittelschule,Grundschule Iggensbach,Kopfsberger Str. 28,94547,Iggensbach,https://www.km.bayern.de/schule/3587
"3629",Mittelschule,Grundschule Innernzell-Schöfweg,Schulstr. 4,94548,Innernzell,https://www.km.bayern.de/schule/3629
"3599",Mittelschule,Grundschule Künzing-Gergweis,Schulstr. 1,94550,Künzing,https://www.km.bayern.de/schule/3599
"3509",Mittelschule,Grundschule Lalling,Am Schulplatz 7,94551,Lalling,https://www.km.bayern.de/schule/3509
"3590",Mittelschule,Grundschule Moos,Kirchplatz 4,94554,Moos,https://www.km.bayern.de/schule/3590
"3643",Mittelschule,Heinz-Theuerjahr-Grundschule Neuschönau,Schulstr. 11,94556,Neuschönau,https://www.km.bayern.de/schule/3643
"3613",Mittelschule,Abt-Joscio-Grundschule Niederalteich staatl. anerk. priv. kath. Bekenntnisgrundschule,Maria-Ward-Platz 1,94557,Niederalteich,https://www.km.bayern.de/schule/3613
"0228",Gymnasium,St.-Gotthard-Gymnasium der Benediktiner Niederaltaich,Hengersberger Str. 19,94557,Niederalteich,https://www.km.bayern.de/schule/0228
"3914",Mittelschule,Grundschule Niederwinkling-Mariaposching,Schulstr. 4,94559,Niederwinkling,https://www.km.bayern.de/schule/3914
"3596",Mittelschule,Grundschule Neuhausen,Schulstr. 5,94560,Offenberg,https://www.km.bayern.de/schule/3596
"3600",Mittelschule,Grundschule Otzing,Hauptstr. 84,94563,Otzing,https://www.km.bayern.de/schule/3600
"3641",Mittelschule,Paul-Friedl-Mittelschule Riedlhütte,Schulplatz 1,94566,Sankt Oswald-Riedlhütte,https://www.km.bayern.de/schule/3641
"3609",Mittelschule,Grundschule Stephansposching,Schulstr. 3,94569,Stephansposching,https://www.km.bayern.de/schule/3609
"3515",Mittelschule,Grundschule Oberpöring-Wallerfing,Schulstr. 5,94574,Wallerfing,https://www.km.bayern.de/schule/3515
"3610",Mittelschule,Mittelschule Wallerfing,Schulstr. 5,94574,Wallerfing,https://www.km.bayern.de/schule/3610
"3806",Mittelschule,Grundschule Windorf,Nömerberg 1,94575,Windorf,https://www.km.bayern.de/schule/3806
"3514",Mittelschule,Grundschule Winzer,Jahnstr. 1,94577,Winzer,https://www.km.bayern.de/schule/3514
"3611",Mittelschule,Mittelschule Winzer-Iggensbach,Jahnstr. 1,94577,Winzer,https://www.km.bayern.de/schule/3611
"5574",Mittelschule,Christian-Wolfrum-Mittelschule Hof,Leimitzer Str. 56,95028,Hof,https://www.km.bayern.de/schule/5574
"5582",Mittelschule,Sophien-Grundschule Hof,Wörthstr. 21,95028,Hof,https://www.km.bayern.de/schule/5582
"5581",Mittelschule,Neustädter Grundschule Hof,Theaterstr. 4,95028,Hof,https://www.km.bayern.de/schule/5581
"5573",Mittelschule,Christian-Wolfrum-Grundschule Hof,Leimitzer Str. 56,95028,Hof,https://www.km.bayern.de/schule/5573
"5572",Mittelschule,Anger-Grundschule Hof,Leimitzer Querfeldweg 6,95028,Hof,https://www.km.bayern.de/schule/5572
"5016",Berufsschule,Johann-Vießmann-Schule Staatliche Berufsschule Hof Stadt und Land,Pestalozziplatz 1,95028,Hof,https://www.km.bayern.de/schule/5016
"0115",Gymnasium,Jean-Paul-Gymnasium Hof,Gymnasiumsplatz 4 - 6,95028,Hof,https://www.km.bayern.de/schule/0115
"0116",Gymnasium,Schiller-Gymnasium Hof,Schillerstr. 38,95028,Hof,https://www.km.bayern.de/schule/0116
"0830",Berufsoberschule,Staatliche Berufsoberschule Hof,Schloßplatz 6,95028,Hof,https://www.km.bayern.de/schule/0830
"0868",Fachoberschule,Staatliche Fachoberschule Hof,Schloßplatz 6,95028,Hof,https://www.km.bayern.de/schule/0868
"5091",Wirtschaftsschule,Staatliche Wirtschaftsschule Hof,Wilhelmstr. 1,95028,Hof,https://www.km.bayern.de/schule/5091
"5309",Berufsfachschulen f. techn. Assistenzberufe,Staatliche Berufsfachschule für techn. Assistenten für Informatik Hof,Pestalozziplatz 1,95028,Hof,https://www.km.bayern.de/schule/5309
"5215",Gewerbliche Fachschulen,Staatl.Fachschule (Technikerschule) für Elektro- Maschinenbau-u. Umweltschutztechnik Hof,Pestalozziplatz 1,95028,Hof,https://www.km.bayern.de/schule/5215
"5142",Fachakademie,Fachakademie für Sozialpädagogik Hof der Diakoneo KdöR,Mozartstr. 16,95030,Hof,https://www.km.bayern.de/schule/5142
"5143",Fachakademie,Fachakademie für Heilpädagogik Hof der Diakoneo KdöR,Mozartstr. 16,95030,Hof,https://www.km.bayern.de/schule/5143
"5576",Mittelschule,Hofecker-Grundschule Hof,Quetschenweg 4,95030,Hof,https://www.km.bayern.de/schule/5576
"5575",Mittelschule,Eichendorff-Grundschule Hof,Graf-Stauffenberg-Str. 8,95030,Hof,https://www.km.bayern.de/schule/5575
"5577",Mittelschule,Hofecker-Mittelschule Hof,Quetschenweg 4,95030,Hof,https://www.km.bayern.de/schule/5577
"0117",Gymnasium,Johann-Christian-Reinhart-Gymnasium Hof,Max-Reger-Str. 71,95030,Hof,https://www.km.bayern.de/schule/0117
"0496",Realschule,Joh.-Georg-August-Wirth-Realschule Staatliche Realschule Hof,Max-Reger-Str. 71,95030,Hof,https://www.km.bayern.de/schule/0496
"5010",Förderzentrum,Schule am Lindenbühl Priv. Förderzentrum Förderschwerpunkt geistige Entwicklung in Hof,Am Lindenbühl 10,95032,Hof,https://www.km.bayern.de/schule/5010
"5046",Förderzentrum,Bonhoeffer-Schule Priv. Sonderpäd. Förderzentrum in Hof der Diakonie Hochfranken,Südring 98,95032,Hof,https://www.km.bayern.de/schule/5046
"5307",Berufsschule zur sonderpädagogischen Förderung,Private Berufsschule zur sonderpäd. Förderung Förderschwerpunkt Lernen,Südring 96,95032,Hof,https://www.km.bayern.de/schule/5307
"5579",Mittelschule,Grundschule Hof-Krötenbruck,Schulstr. 5,95032,Hof,https://www.km.bayern.de/schule/5579
"5578",Mittelschule,Grundschule Hof-Moschendorf,Medlerstr. 32,95032,Hof,https://www.km.bayern.de/schule/5578
"5345",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe Hochfränk. Bildungsz. für Gesundheit u.Pflege gGmbH,Konradsreuther Str. 2 b,95032,Hof,https://www.km.bayern.de/schule/5345
"1041",Freie Waldorfschule,Priv. Waldorfschule Hof,Kolpingshöhe 3,95032,Hof,https://www.km.bayern.de/schule/1041
"5580",Mittelschule,Münster-Mittelschule Hof,Egerländerweg 25,95032,Hof,https://www.km.bayern.de/schule/5580
"5884",Mittelschule,Dr.-Franz-Bogner-Mittelschule Selb,Jahnstr. 55,95100,Selb,https://www.km.bayern.de/schule/5884
"0637",Realschule,Staatliche Realschule Selb,Jahnstr. 61,95100,Selb,https://www.km.bayern.de/schule/0637
"5081",Förderzentrum,Siebensternschule Priv. Sonderpäd. Förderzentrum Selb mit Außenstellen,Jahnstr. 63,95100,Selb,https://www.km.bayern.de/schule/5081
"0291",Gymnasium,Walter-Gropius-Gymnasium Selb,Hohenberger Str. 90,95100,Selb,https://www.km.bayern.de/schule/0291
"5173",Berufsschule,Staatliche Berufsschule Selb,Weißenbacher Str. 60,95100,Selb,https://www.km.bayern.de/schule/5173
"5458",Gewerbliche Berufsfachschulen,Staatliche Berufsfachschule für Produktdesign Selb,Weißenbacher Str. 60,95100,Selb,https://www.km.bayern.de/schule/5458
"5205",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Krankenpflegehilfe des Kommunalunternehmens Klinikum Fichtelgebirge Selb,Weißenbacher Straße 62,95100,Selb,https://www.km.bayern.de/schule/5205
"5175",Gewerbliche Fachschulen,Staatl. Fachschule (Technikerschule) für Werkstoff- und Prüftechnik Selb,Weißenbacher Straße 60,95100,Selb,https://www.km.bayern.de/schule/5175
"5176",Gewerbliche Fachschulen,Staatl. Fachschule für Produktdesign Selb,Weißenbacher Straße 60,95100,Selb,https://www.km.bayern.de/schule/5176
"5886",Mittelschule,Luitpold-Grundschule Selb,Lorenz-Hutschenreuther-Straße 8,95100,Selb,https://www.km.bayern.de/schule/5886
"5885",Mittelschule,Dr.-Franz-Bogner-Grundschule Selb,Jahnstraße 55,95100,Selb,https://www.km.bayern.de/schule/5885
"5874",Mittelschule,Grundschule Erkersreuth-Selb-Plößberg,Mühlbacher Str. 35,95100,Selb,https://www.km.bayern.de/schule/5874
"5767",Mittelschule,Pestalozzi-Grundschule Rehau II,Wallstraße 13,95111,Rehau,https://www.km.bayern.de/schule/5767
"5766",Mittelschule,Gutenberg-Mittelschule Rehau,Pilgramsreuther Straße 36,95111,Rehau,https://www.km.bayern.de/schule/5766
"5679",Mittelschule,Gutenberg-Grundschule Rehau,Pilgramsreuther Straße 36,95111,Rehau,https://www.km.bayern.de/schule/5679
"0617",Realschule,Markgraf-Friedrich-Schule Staatliche Realschule Rehau,Pilgramsreuther Str. 34,95111,Rehau,https://www.km.bayern.de/schule/0617
"0569",Realschule,Staatliche Realschule Naila,Finkenweg 17,95119,Naila,https://www.km.bayern.de/schule/0569
"5004",Förderzentrum,Schule am Martinsberg Priv. Sonderpädagogisches Förderzentrum in Naila,Gartenstraße 25,95119,Naila,https://www.km.bayern.de/schule/5004
"5763",Mittelschule,Mittelschule Frankenwald Naila,Ringstr. 1,95119,Naila,https://www.km.bayern.de/schule/5763
"5613",Mittelschule,Evangelische Schule Naila Priv. Grundschule und Mittelschule (MS),Flurstr. 26,95119,Naila,https://www.km.bayern.de/schule/5613
"5712",Mittelschule,Evangelische Schule Naila Priv. Grundschule und Mittelschule (GS),Flurstr. 26,95119,Naila,https://www.km.bayern.de/schule/5712
"5167",Berufsfachschulen f. techn. Assistenzberufe,Staatliche Berufsfachschule für bekleidungstechn. Assistenten Naila,Stengelstraße 25,95119,Naila,https://www.km.bayern.de/schule/5167
"5168",Gewerbliche Fachschulen,Staatl. Fachschule (Technikerschule) für Bekleidungstechnik Naila,Stengelstr. 25,95119,Naila,https://www.km.bayern.de/schule/5168
"5762",Mittelschule,Grundschule Naila I,Albin-Klöber-Str. 11,95119,Naila,https://www.km.bayern.de/schule/5762
"0219",Gymnasium,Hochfranken-Gymnasium Naila,Finkenweg 15,95119,Naila,https://www.km.bayern.de/schule/0219
"5770",Mittelschule,Geschwister-Scholl-Mittelschule Schwarzenbach a.d.Saale,August-Bebel-Str. 30,95126,Schwarzenbach a.d.Saale,https://www.km.bayern.de/schule/5770
"5769",Mittelschule,Jean-Paul-Grundschule Schwarzenbach a.d.Saale,Breslauer Str. 9,95126,Schwarzenbach a.d.Saale,https://www.km.bayern.de/schule/5769
"5676",Mittelschule,Grundschule Schwarzenbach a.Wald,Zegasttalstr. 2,95131,Schwarzenbach a.Wald,https://www.km.bayern.de/schule/5676
"5751",Mittelschule,Alexander-von-Humboldt-Grundschule Bad Steben,Kellermannstraße 2,95138,Bad Steben,https://www.km.bayern.de/schule/5751
"5678",Mittelschule,Grundschule Oberkotzau,Schulstraße 3,95145,Oberkotzau,https://www.km.bayern.de/schule/5678
"5764",Mittelschule,Mittelschule Oberkotzau,Schulstraße 3,95145,Oberkotzau,https://www.km.bayern.de/schule/5764
"5677",Mittelschule,Grundschule Selbitz,Schulstraße 9,95152,Selbitz,https://www.km.bayern.de/schule/5677
"5555",Mittelschule,Grundschule Kirchenlamitz,Schwarzenbacher Str. 1,95158,Kirchenlamitz,https://www.km.bayern.de/schule/5555
"5876",Mittelschule,Mittelschule Kirchenlamitz,Schwarzenbacher Str. 1,95158,Kirchenlamitz,https://www.km.bayern.de/schule/5876
"5890",Mittelschule,Grundschule Weißenstadt,Schulstraße 33,95163,Weißenstadt,https://www.km.bayern.de/schule/5890
"5877",Mittelschule,Grundschule Marktleuthen,Martin-Luther-Str. 1,95168,Marktleuthen,https://www.km.bayern.de/schule/5877
"5883",Mittelschule,Grundschule Schönwald,Doetsch-Werner-Platz 4,95173,Schönwald,https://www.km.bayern.de/schule/5883
"5152",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Ernährung und Versorgung Ahornberg,Friedrich-Fröbel-Str. 2,95176,Konradsreuth,https://www.km.bayern.de/schule/5152
"5212",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Kinderpflege Ahornberg,Friedrich-Fröbel-Str. 2,95176,Konradsreuth,https://www.km.bayern.de/schule/5212
"5153",Fachakademie,Fachakademie für Ernährungs- und Versorgungsmanagement,Friedrich-Fröbel-Str. 2,95176,Konradsreuth,https://www.km.bayern.de/schule/5153
"5276",Fachakademie,Fachakademie für Sozialpädagogik des Landkreises Hof in Ahornberg,Friedrich-Fröbel-Str. 2,95176,Konradsreuth,https://www.km.bayern.de/schule/5276
"5757",Mittelschule,Grundschule am Schlosspark Konradsreuth,Schulstr. 7,95176,Konradsreuth,https://www.km.bayern.de/schule/5757
"5754",Mittelschule,Lothar-von-Faber-Grundschule Geroldsgrün,Am Mühlhügel 11,95179,Geroldsgrün,https://www.km.bayern.de/schule/5754
"5819",Mittelschule,Freie Montessori-Volksschule Berg des Vereins Montessori-Vereinigung Hof e.V.,Schulstraße 11,95180,Berg,https://www.km.bayern.de/schule/5819
"5752",Mittelschule,Grundschule Berg,Schulstr. 11,95180,Berg,https://www.km.bayern.de/schule/5752
"5775",Mittelschule,Von-Pühel-Grundschule Tauperlitz,Liehbergweg 2,95182,Döhlau,https://www.km.bayern.de/schule/5775
"5711",Mittelschule,Grundschule Bayerisches Vogtland Feilitzsch,Steinweg 16,95183,Feilitzsch,https://www.km.bayern.de/schule/5711
"5777",Mittelschule,Mittelschule Bayerisches Vogtland Feilitzsch,Steinweg 16,95183,Feilitzsch,https://www.km.bayern.de/schule/5777
"5888",Mittelschule,Grundschule Thierstein-Höchstädt,Von-Waldenfels-Platz 3,95186,Höchstädt i.Fichtelgebirge,https://www.km.bayern.de/schule/5888
"5765",Mittelschule,Grundschule Regnitzlosau,Schulstraße 11,95194,Regnitzlosau,https://www.km.bayern.de/schule/5765
"5881",Mittelschule,Grundschule Röslau,Ebertstraße 4,95195,Röslau,https://www.km.bayern.de/schule/5881
"5768",Mittelschule,Grundschule Schauenstein,Schulstraße 15,95197,Schauenstein,https://www.km.bayern.de/schule/5768
"5166",Berufsschule,Staatliche Berufsschule für Textilberufe Münchberg,Schützenstr. 30,95213,Münchberg,https://www.km.bayern.de/schule/5166
"5169",Gewerbliche Fachschulen,Staatl. Fachschule (Technikerschule) für Textiltechnik Münchberg,Kulmbacher Straße 76,95213,Münchberg,https://www.km.bayern.de/schule/5169
"5759",Mittelschule,Grundschule Münchberg,Beethovenstraße 10,95213,Münchberg,https://www.km.bayern.de/schule/5759
"0173",Gymnasium,Gymnasium Münchberg,Hofer Str. 41,95213,Münchberg,https://www.km.bayern.de/schule/0173
"5761",Mittelschule,Mittelschule Münchberg-Poppenreuth,Poppenreuth 38,95213,Münchberg,https://www.km.bayern.de/schule/5761
"5756",Mittelschule,Mittelschule Helmbrechts,Moltkestr. 9 a,95233,Helmbrechts,https://www.km.bayern.de/schule/5756
"5755",Mittelschule,Otto-Knopf-Grundschule Helmbrechts,Ottengrüner Straße 30,95233,Helmbrechts,https://www.km.bayern.de/schule/5755
"0490",Realschule,Staatliche Realschule Helmbrechts,Am Pfarrteich 1,95233,Helmbrechts,https://www.km.bayern.de/schule/0490
"5774",Mittelschule,Elisabeth-Schlemmer-Grundschule Stammbach,Friedrichstraße 2,95236,Stammbach,https://www.km.bayern.de/schule/5774
"5778",Mittelschule,Grundschule Weißdorf-Sparneck,Christian-Seidel-Str. 4,95237,Weißdorf,https://www.km.bayern.de/schule/5778
"5670",Mittelschule,Grundschule Zell,Schulstr. 4,95239,Zell im Fichtelgebirge,https://www.km.bayern.de/schule/5670
"5701",Mittelschule,Max-Hundt-Grundschule Kulmbach,Wickenreuther Allee 5,95326,Kulmbach,https://www.km.bayern.de/schule/5701
"0519",Realschule,Carl-von-Linde-Schule Staatliche Realschule Kulmbach,Alte Forstlahmer Str. 16,95326,Kulmbach,https://www.km.bayern.de/schule/0519
"5080",Förderzentrum,Werner-Grampp-Schule Priv. Sonderpäd.Förderzentr. u.Priv.Förderzentr.Förderschwerp.geist.Entwicklung,Hannes-Strehly-Straße 1,95326,Kulmbach,https://www.km.bayern.de/schule/5080
"5018",Berufsschule,Hans-Wilsdorf-Schule Staatliche Berufsschule Kulmbach,Georg-Hagen-Str. 35,95326,Kulmbach,https://www.km.bayern.de/schule/5018
"5842",Mittelschule,Hans-Edelmann-Mittelschule Kulmbach,Forstweg 4,95326,Kulmbach,https://www.km.bayern.de/schule/5842
"5821",Mittelschule,Max-Hundt-Mittelschule Kulmbach,Wickenreuther Allee 5,95326,Kulmbach,https://www.km.bayern.de/schule/5821
"9241",Landwirtschaftliche Fachschulen,Landwirtschaftsschule Kulmbach,Trendelstr. 7,95326,Kulmbach,https://www.km.bayern.de/schule/9241
"5095",Berufsfachschule des Gesundheitswesens,Berufsfachsch. für pharm.-techn. Ass. in Kulmbach d.Vereins z. Unterhalt. d. pharm.-techn. Lehranst.,Rentamtsgäßchen 2,95326,Kulmbach,https://www.km.bayern.de/schule/5095
"5316",Gewerbliche Fachschulen,Staatl. Fachschule (Technikerschule) für Bautechnik Kulmbach,Georg-Hagen-Str. 35,95326,Kulmbach,https://www.km.bayern.de/schule/5316
"5114",Gewerbliche Fachschulen,Staatl.Fachschule (Technikerschule) für Fleischerei- und Lebensmittelverarbeitungstechnik Kulmbach,E.-C.-Baumann-Str. 22,95326,Kulmbach,https://www.km.bayern.de/schule/5114
"5831",Mittelschule,Theodor-Heublein-Grundschule Kulmbach-Melkendorf,Melkendorfer Schulstr. 12,95326,Kulmbach,https://www.km.bayern.de/schule/5831
"5825",Mittelschule,Grundschule Kulmbach-Ziegelhütten,Kirchenweg 17,95326,Kulmbach,https://www.km.bayern.de/schule/5825
"5824",Mittelschule,Pestalozzi-Grundschule Kulmbach,Pestalozzistraße 29,95326,Kulmbach,https://www.km.bayern.de/schule/5824
"5823",Mittelschule,Obere Schule Kulmbach (Grundschule),Kirchwehr 4,95326,Kulmbach,https://www.km.bayern.de/schule/5823
"5822",Mittelschule,Johann-Georg-Wilhelm-Meußdoerffer- Grundschule Kulmbach,Blaicher Str. 8,95326,Kulmbach,https://www.km.bayern.de/schule/5822
"5820",Mittelschule,Grundschule Kulmbach-Burghaig,Schulstraße 2,95326,Kulmbach,https://www.km.bayern.de/schule/5820
"0142",Gymnasium,Markgraf-Georg-Friedrich-Gymnasium Kulmbach,Schießgraben 1,95326,Kulmbach,https://www.km.bayern.de/schule/0142
"0143",Gymnasium,Caspar-Vischer-Gymnasium Kulmbach,Christian-Pertsch-Str. 4,95326,Kulmbach,https://www.km.bayern.de/schule/0143
"0850",Berufsoberschule,Adalbert-Raps-Schule Staatliche Berufsoberschule Kulmbach,Georg-Hagen-Str. 35,95326,Kulmbach,https://www.km.bayern.de/schule/0850
"0900",Fachoberschule,Adalbert-Raps-Schule Staatl. Fachoberschule Kulmbach,Georg-Hagen-Str. 35,95326,Kulmbach,https://www.km.bayern.de/schule/0900
"1022",Freie Waldorfschule,Freie Waldorfschule Wernstein des Junger Main e.V. Mainleus,Am Eisweiher 1,95336,Mainleus,https://www.km.bayern.de/schule/1022
"5828",Mittelschule,Mittelschule Mainleus,Schulstr. 1,95336,Mainleus,https://www.km.bayern.de/schule/5828
"5703",Mittelschule,Grundschule Mainleus,Schulstraße 1,95336,Mainleus,https://www.km.bayern.de/schule/5703
"5003",Förderzentrum,Priv. Förderzentrum Förderschwerpunkt emot.u.soz. Entwicklung in Fassoldshof,Ringstr. 11,95336,Mainleus,https://www.km.bayern.de/schule/5003
"5164",Berufsschule zur sonderpädagogischen Förderung,Wichernschule Private Berufsschule z.sonderpäd.Förd. Förderschwerp. Lernen in Schmeilsdorf Mainleus,Ringstr. 11,95336,Mainleus,https://www.km.bayern.de/schule/5164
"5079",Berufsschule zur sonderpädagogischen Förderung,Private Berufsschule z.sonderpäd.Förd.Förderschwerp. soz. und emot. Entwicklung in Fassoldshof Mainleus,Ringstr. 11,95336,Mainleus,https://www.km.bayern.de/schule/5079
"5539",Mittelschule,Grundschule Neuenmarkt-Wirsberg,Wirsberger Str. 10,95339,Neuenmarkt,https://www.km.bayern.de/schule/5539
"5833",Mittelschule,Mittelschule Neuenmarkt-Wirsberg,Wirsberger Str. 10,95339,Neuenmarkt,https://www.km.bayern.de/schule/5833
"5105",Wirtschaftsschule,Staatl. Wirtschaftsschule Neuenmarkt,Wirsberger Str. 10,95339,Neuenmarkt,https://www.km.bayern.de/schule/5105
"5047",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Altenpflegehilfe Stadtsteinach d. Bayer. Roten Kreuzes Kreisverb. Kulmbach,Alte Pressecker Str. 25,95346,Stadtsteinach,https://www.km.bayern.de/schule/5047
"5549",Mittelschule,Friedrich-Baur-Grundschule Stadtsteinach,Alte Pressecker Str. 18,95346,Stadtsteinach,https://www.km.bayern.de/schule/5549
"5836",Mittelschule,Friedrich-Baur-Mittelschule Stadtsteinach-Untersteinach,Alte Pressecker Straße 18,95346,Stadtsteinach,https://www.km.bayern.de/schule/5836
"5837",Mittelschule,Grundschule Thurnau,Schorrmühlstraße 26,95349,Thurnau,https://www.km.bayern.de/schule/5837
"5547",Mittelschule,Grundschule Marktleugast,Neuensorger Weg 10,95352,Marktleugast,https://www.km.bayern.de/schule/5547
"5834",Mittelschule,Grundschule Presseck,Schulstraße 26,95355,Presseck,https://www.km.bayern.de/schule/5834
"5818",Mittelschule,Grundschule Kasendorf,Schulstr. 12,95359,Kasendorf,https://www.km.bayern.de/schule/5818
"5838",Mittelschule,Grundschule Trebgast,Schulstraße 10,95367,Trebgast,https://www.km.bayern.de/schule/5838
"5827",Mittelschule,Grundschule Untersteinach-Ludwigschorgast,Am Bühl 25,95369,Untersteinach,https://www.km.bayern.de/schule/5827
